Regiao,UF,Qtd Postos Pesquisados,Data Inicial,Data Final,Valor Minimo,Valor Maximo,Valor Medio
NORTE,RR,850,2009-01-05,2009-06-30,2.49,3.15,2.7555764705882355
NORTE,TO,1566,2009-01-06,2009-06-30,2.48,2.85,2.72513282247765
SUDESTE,ES,4875,2009-01-05,2009-06-30,2.399,2.796,2.664967794871795
SUDESTE,MG,25809,2009-01-05,2009-06-30,2.1,2.92,2.4940017823239957
SUDESTE,RJ,18725,2009-01-05,2009-06-30,2.27,3.229,2.5887575967957277
SUDESTE,SP,61385,2009-01-05,2009-06-30,2.059,2.799,2.4198116640873177
SUL,PR,14667,2009-01-05,2009-06-30,2.129,2.85,2.4673386513942863
SUL,RS,15732,2009-01-05,2009-06-30,2.239,2.89,2.579408975336893
SUL,SC,9982,2009-01-05,2009-06-30,2.139,2.811,2.5339333800841515
CENTRO-OESTE,DF,1392,2009-07-06,2009-12-28,2.288,2.79,2.6814705459770116
CENTRO-OESTE,GO,5943,2009-07-01,2009-12-29,2.19,2.97,2.6024655897694764
CENTRO-OESTE,MS,2710,2009-07-01,2009-12-30,2.31,2.99,2.7084350553505536
CENTRO-OESTE,MT,2860,2009-07-01,2009-12-30,2.159,3.29,2.7716486013986015
NORDESTE,AL,2222,2009-07-01,2009-12-29,2.248,2.99,2.6993123312331235
NORDESTE,BA,9109,2009-07-01,2009-12-29,2.174,2.99,2.6618805576901963
NORDESTE,CE,5145,2009-07-01,2009-12-29,2.05,3.39,2.6512952380952384
NORDESTE,MA,2177,2009-07-01,2009-12-29,2.22,2.99,2.6111543408360127
NORDESTE,PB,2749,2009-07-01,2009-12-29,2.19,2.89,2.419431065842124
NORDESTE,PE,7237,2009-07-01,2009-12-29,2.09,3.28,2.5968283819262123
NORDESTE,PI,1936,2009-07-01,2009-12-29,2.059,2.89,2.5704426652892565
NORDESTE,RN,2614,2009-07-01,2009-12-29,2.05,2.9,2.5828022188217292
NORDESTE,SE,1237,2009-07-01,2009-12-29,2.152,2.782,2.5698181083265967
NORTE,AC,1053,2009-07-01,2009-12-29,2.1,3.38,3.021364672364672
NORTE,AM,2970,2009-07-01,2009-12-30,2.15,3.0,2.6348420875420873
NORTE,AP,471,2009-07-01,2009-12-28,2.43,3.08,2.7376411889596604
NORTE,PA,3321,2009-07-01,2009-12-30,2.08,3.199,2.787178259560373
NORTE,RO,1393,2009-07-01,2009-12-29,2.29,3.2,2.738889447236181
NORTE,RR,823,2009-07-03,2009-12-29,2.39,3.15,2.7204009720534628
NORTE,TO,1023,2009-07-01,2009-12-29,2.41,2.89,2.7189931573802544
SUDESTE,ES,2555,2009-07-01,2009-12-29,2.39,2.95,2.626704109589041
SUDESTE,MG,17723,2009-07-01,2009-12-30,2.119,2.99,2.509945776674378
SUDESTE,RJ,14601,2009-07-01,2009-12-29,2.27,3.299,2.593678104239436
SUDESTE,SP,46832,2009-07-01,2009-12-30,2.043,3.0,2.433156602323198
SUL,PR,10608,2009-07-01,2009-12-30,1.963,3.5,2.524630938914027
SUL,RS,10939,2009-07-01,2009-12-31,2.074,3.26,2.594607002468233
SUL,SC,6630,2009-07-01,2009-12-30,2.049,3.297,2.5468107088989442
CENTRO-OESTE,DF,1782,2010-01-05,2010-06-30,2.49,2.99,2.7147379349046012
CENTRO-OESTE,GO,6723,2010-01-04,2010-06-30,2.19,3.269,2.613903019485349
CENTRO-OESTE,MS,3355,2010-01-04,2010-06-30,2.34,2.98,2.69007868852459
CENTRO-OESTE,MT,3597,2010-01-04,2010-06-30,2.49,3.29,2.811085348901863
NORDESTE,AL,2528,2010-01-04,2010-06-29,2.273,2.98,2.7169323575949367
NORDESTE,BA,10765,2010-01-04,2010-06-30,2.28,2.999,2.725879888527636
NORDESTE,CE,5747,2010-01-05,2010-06-30,2.189,2.99,2.681798851574735
NORDESTE,MA,3588,2010-01-04,2010-06-30,2.16,2.99,2.637272575250836
NORDESTE,PB,3101,2010-01-04,2010-06-30,2.14,2.72,2.4267452434698487
NORDESTE,PE,8572,2010-01-04,2010-06-30,2.04,2.999,2.610406906206253
NORDESTE,PI,2434,2010-01-04,2010-06-30,2.19,2.79,2.5628467543138864
NORDESTE,RN,3016,2010-01-05,2010-06-30,2.23,2.89,2.6707785145888594
NORDESTE,SE,1491,2010-01-05,2010-06-29,2.359,2.89,2.6230925553319917
NORTE,AC,1222,2010-01-05,2010-06-30,2.459,3.5,3.056801963993453
NORTE,AM,3060,2010-01-04,2010-06-30,2.29,3.09,2.719551633986928
NORTE,AP,719,2010-01-04,2010-06-29,2.59,3.1,2.890795549374131
NORTE,PA,4575,2010-01-04,2010-06-30,2.39,3.499,2.849466010928962
NORTE,RO,2241,2010-01-04,2010-06-30,2.178,3.2,2.7891267291387773
NORTE,RR,784,2010-01-04,2010-06-30,2.48,2.98,2.8362499999999997
NORTE,TO,1352,2010-01-04,2010-06-30,2.59,2.92,2.8218579881656805
SUDESTE,ES,4581,2010-01-04,2010-06-30,2.39,2.99,2.691967692643528
SUDESTE,MG,24582,2010-01-04,2010-06-30,2.13,3.379,2.5695700919371895
SUDESTE,RJ,17801,2010-01-04,2010-06-30,2.199,3.299,2.6865310937587776
SUDESTE,SP,60514,2010-01-04,2010-06-30,2.09,3.239,2.489199177049939
SUL,PR,14113,2010-01-04,2010-06-30,2.131,3.365,2.56496336710834
SUL,RS,15539,2010-01-04,2010-06-30,2.257,2.99,2.633430851406139
SUL,SC,9824,2010-01-04,2010-06-30,2.117,3.49,2.6031866856677524
CENTRO-OESTE,DF,2066,2010-07-05,2010-12-27,2.49,2.79,2.7071921587608907
CENTRO-OESTE,GO,6632,2010-07-05,2010-12-28,2.229,2.86,2.624479794933655
CENTRO-OESTE,MS,3427,2010-07-05,2010-12-29,2.29,2.999,2.719382842135979
CENTRO-OESTE,MT,3611,2010-07-01,2010-12-29,2.48,3.29,2.800921628357796
NORDESTE,AL,2527,2010-07-05,2010-12-29,2.39,2.93,2.728698060941828
NORDESTE,BA,10932,2010-07-05,2010-12-29,2.209,2.999,2.711811928283937
NORDESTE,CE,5857,2010-07-05,2010-12-29,2.36,2.988,2.7164367423595697
NORDESTE,MA,3808,2010-07-05,2010-12-28,2.27,2.99,2.644429359243697
NORDESTE,PB,3111,2010-07-05,2010-12-28,2.228,2.899,2.4835053037608485
NORDESTE,PE,8739,2010-07-05,2010-12-29,2.329,2.999,2.6224682457947135
NORDESTE,PI,2585,2010-07-06,2010-12-28,2.263,2.77,2.555938491295938
NORDESTE,RN,3025,2010-07-05,2010-12-29,2.47,2.89,2.674850909090909
NORDESTE,SE,1464,2010-07-05,2010-12-29,2.349,2.84,2.610032786885246
NORTE,AC,1324,2010-07-06,2010-12-29,2.52,3.5,3.0719826283987914
NORTE,AM,3037,2010-07-05,2010-12-29,2.25,3.065,2.664336187026671
NORTE,AP,856,2010-07-05,2010-12-27,2.74,3.1,2.8686460280373836
NORTE,PA,4860,2010-07-05,2010-12-28,2.48,3.47,2.847824485596708
NORTE,RO,2656,2010-07-05,2010-12-27,2.32,3.25,2.8090496987951807
NORTE,RR,880,2010-07-05,2010-12-28,2.39,3.0,2.841634090909091
NORTE,TO,1533,2010-07-01,2010-12-27,2.54,2.92,2.8092785388127854
SUDESTE,ES,4924,2010-07-05,2010-12-28,2.39,2.893,2.7023679935012184
SUDESTE,MG,25660,2010-07-01,2010-12-29,1.899,2.97,2.5679805533904907
SUDESTE,RJ,19035,2010-07-05,2010-12-29,2.309,3.339,2.66761061203047
SUDESTE,SP,61247,2010-07-01,2010-12-29,2.099,2.999,2.4793593645403043
SUL,PR,14524,2010-07-05,2010-12-29,2.169,2.999,2.5704859542825664
SUL,RS,15908,2010-07-01,2010-12-29,2.258,2.99,2.6349508423434753
SUL,SC,10029,2010-07-05,2010-12-29,2.08,2.989,2.5715863994416193
CENTRO-OESTE,DF,2079,2011-01-04,2011-06-28,2.49,2.97,2.825185185185185
CENTRO-OESTE,GO,6647,2011-01-03,2011-06-28,2.39,3.39,2.86833127726794
CENTRO-OESTE,MS,3429,2011-01-03,2011-06-29,2.268,3.374,2.8120676582093904
CENTRO-OESTE,MT,3610,2011-01-03,2011-06-28,2.51,3.47,2.915298614958449
NORDESTE,AL,2554,2011-01-03,2011-06-28,2.55,3.189,2.8330516836335162
NORDESTE,BA,11109,2011-01-03,2011-06-29,2.269,3.19,2.785415158880187
NORDESTE,CE,5926,2011-01-03,2011-06-29,2.45,3.09,2.7806164360445496
NORDESTE,MA,3852,2011-01-03,2011-06-29,2.26,3.19,2.7413084112149533
NORDESTE,PB,3186,2011-01-03,2011-06-29,2.199,2.959,2.572783741368487
NORDESTE,PE,8778,2011-01-03,2011-06-29,2.329,3.1,2.6914708361813626
NORDESTE,PI,2659,2011-01-03,2011-06-29,2.4,2.99,2.696612636329447
NORDESTE,RN,3023,2011-01-03,2011-06-28,2.36,2.99,2.751330135626861
NORDESTE,SE,1469,2011-01-03,2011-06-28,2.389,3.099,2.7118978897208987
NORTE,AC,1352,2011-01-03,2011-06-29,2.49,3.56,3.173417159763314
NORTE,AM,3105,2011-01-03,2011-06-30,2.33,3.4,2.8196154589371982
NORTE,AP,986,2011-01-03,2011-06-27,2.62,3.39,2.9025091277890462
NORTE,PA,5108,2011-01-03,2011-06-29,2.52,3.54,2.908464173844949
NORTE,RO,2678,2011-01-03,2011-06-28,2.74,3.59,2.9477415982076174
NORTE,RR,944,2011-01-03,2011-06-28,2.49,3.25,2.924961864406779
NORTE,TO,1563,2011-01-03,2011-06-28,2.54,3.39,2.8897165706973773
SUDESTE,ES,4978,2011-01-03,2011-06-29,2.319,3.29,2.869302330253114
SUDESTE,MG,25767,2011-01-03,2011-06-29,2.297,3.329,2.7831152637093957
SUDESTE,RJ,18866,2011-01-03,2011-06-29,2.38,3.629,2.8432188063182444
SUDESTE,SP,61881,2011-01-03,2011-06-29,2.019,3.299,2.6366239718168747
SUL,PR,14713,2011-01-03,2011-06-29,2.37,3.14,2.7069586760008155
SUL,RS,15872,2011-01-03,2011-06-29,2.29,3.19,2.764432900705645
SUL,SC,10056,2011-01-03,2011-06-29,2.29,3.17,2.715391706443914
CENTRO-OESTE,DF,2080,2011-07-05,2011-12-29,2.76,2.97,2.839046153846154
CENTRO-OESTE,GO,6625,2011-07-04,2011-12-29,2.53,3.099,2.872847245283019
CENTRO-OESTE,MS,3427,2011-07-04,2011-12-28,2.329,3.3,2.766117595564634
CENTRO-OESTE,MT,3594,2011-07-04,2011-12-28,2.57,3.39,2.9162178631051754
NORDESTE,AL,2545,2011-07-04,2011-12-29,2.599,2.99,2.800997249508841
NORDESTE,BA,11135,2011-07-04,2011-12-29,2.27,3.19,2.775376470588235
NORDESTE,CE,5930,2011-07-04,2011-12-29,2.469,3.09,2.771964924114671
NORDESTE,MA,3852,2011-07-04,2011-12-29,2.249,3.238,2.7237310488058153
NORDESTE,PB,3211,2011-07-04,2011-12-29,2.209,2.85,2.5730221114917473
NORDESTE,PE,8694,2011-07-04,2011-12-29,2.37,3.037,2.699416494133885
NORDESTE,PI,2622,2011-07-04,2011-12-28,2.43,2.88,2.670517543859649
NORDESTE,RN,3021,2011-07-04,2011-12-29,2.39,2.99,2.6964856007944387
NORDESTE,SE,1484,2011-07-04,2011-12-28,2.477,2.98,2.767171832884097
NORTE,AC,1352,2011-07-05,2011-12-29,3.02,3.5,3.1964526627218937
NORTE,AM,3129,2011-07-04,2011-12-29,2.31,3.4,2.8930169383189517
NORTE,AP,868,2011-07-04,2011-12-28,2.609,3.2,2.8143536866359447
NORTE,PA,5109,2011-07-04,2011-12-28,2.52,3.54,2.9428772753963592
NORTE,RO,2682,2011-07-04,2011-12-28,2.84,3.39,2.989459358687547
NORTE,RR,947,2011-07-05,2011-12-27,2.5,3.15,2.8179007391763466
NORTE,TO,1581,2011-07-04,2011-12-28,2.67,2.999,2.925240986717268
SUDESTE,ES,4932,2011-07-04,2011-12-29,2.59,3.12,2.8900484590429847
SUDESTE,MG,25663,2011-07-04,2011-12-29,2.379,3.2,2.8580656976970733
SUDESTE,RJ,19132,2011-07-04,2011-12-29,2.539,3.719,2.885800595860339
SUDESTE,SP,61826,2011-07-04,2011-12-29,2.199,3.399,2.669328551095009
SUL,PR,14667,2011-07-04,2011-12-29,2.379,3.15,2.7225355560100906
SUL,RS,15899,2011-07-04,2011-12-29,2.359,3.279,2.80937499213787
SUL,SC,10045,2011-07-04,2011-12-29,2.349,3.038,2.7450325535092084
CENTRO-OESTE,DF,2080,2012-01-04,2012-06-27,2.79,2.92,2.8431442307692305
CENTRO-OESTE,GO,6621,2012-01-04,2012-06-27,2.49,3.499,2.842144389065096
CENTRO-OESTE,MS,3406,2012-01-02,2012-06-27,2.389,3.248,2.7866165590135057
CENTRO-OESTE,MT,3580,2012-01-02,2012-06-27,2.59,3.29,2.982390782122905
NORDESTE,AL,2520,2012-01-02,2012-06-27,2.39,2.998,2.7707230158730156
NORDESTE,BA,11113,2012-01-02,2012-06-28,2.35,3.16,2.775574642310807
NORDESTE,CE,5926,2012-01-02,2012-06-27,2.39,3.09,2.759240465744178
NORDESTE,MA,3870,2012-01-02,2012-06-28,2.259,3.19,2.726062790697674
NORDESTE,PB,3222,2012-01-02,2012-06-28,2.32,2.89,2.598900993171943
NORDESTE,PE,8639,2012-01-02,2012-06-28,2.38,2.999,2.7271267507813404
NORDESTE,PI,2625,2012-01-03,2012-06-28,2.34,3.253,2.6196853333333334
NORDESTE,RN,2972,2012-01-02,2012-06-27,2.39,2.98,2.7074697173620454
NORDESTE,SE,1470,2012-01-02,2012-06-27,2.489,2.899,2.7519959183673466
NORTE,AC,1351,2012-01-03,2012-06-28,2.92,3.49,3.1974626202812733
NORTE,AM,3105,2012-01-02,2012-06-27,2.65,3.38,2.9422086956521736
NORTE,AP,907,2012-01-02,2012-06-27,2.55,3.25,2.787637265711136
NORTE,PA,5100,2012-01-02,2012-06-27,2.37,3.45,2.939830980392157
NORTE,RO,2676,2012-01-02,2012-06-27,2.79,3.59,2.9769715994020927
NORTE,RR,904,2012-01-02,2012-06-28,2.55,3.17,2.885803097345133
NORTE,TO,1585,2012-01-04,2012-06-27,2.67,2.999,2.914594321766562
SUDESTE,ES,4902,2012-01-02,2012-06-28,2.49,3.11,2.862865157078743
SUDESTE,MG,25652,2012-01-02,2012-06-28,2.479,3.14,2.8512631763605176
SUDESTE,RJ,19213,2012-01-02,2012-06-28,2.49,3.719,2.8796108884609377
SUDESTE,SP,61738,2012-01-02,2012-06-28,2.199,3.399,2.6578762674527843
SUL,PR,14673,2012-01-02,2012-06-28,2.264,3.15,2.7248519048592654
SUL,RS,15973,2012-01-02,2012-06-28,2.328,3.099,2.7958518750391286
SUL,SC,10001,2012-01-02,2012-06-28,2.259,3.038,2.7375874412558745
CENTRO-OESTE,DF,2080,2012-07-04,2012-12-26,2.71,2.859,2.8288057692307693
CENTRO-OESTE,GO,6717,2012-07-03,2012-12-31,2.459,3.099,2.802734107488462
CENTRO-OESTE,MS,3400,2012-07-03,2012-12-27,2.59,3.248,2.870055882352941
CENTRO-OESTE,MT,3646,2012-07-03,2012-12-31,2.699,3.26,2.9715603400987387
NORDESTE,AL,2521,2012-07-02,2012-12-31,2.39,2.96,2.761363744545815
NORDESTE,BA,11019,2012-07-02,2012-12-31,2.25,3.149,2.76520863962247
NORDESTE,CE,6020,2012-07-02,2012-12-31,2.399,3.03,2.7791573089700994
NORDESTE,MA,3942,2012-07-02,2012-12-31,2.35,3.2,2.741699137493658
NORDESTE,PB,3276,2012-07-02,2012-12-31,2.319,2.98,2.614929181929182
NORDESTE,PE,8705,2012-07-02,2012-12-31,2.255,3.02,2.7500450315910396
NORDESTE,PI,2663,2012-07-02,2012-12-31,2.37,2.88,2.6220705970709726
NORDESTE,RN,2945,2012-07-03,2012-12-27,2.39,2.99,2.705085568760611
NORDESTE,SE,1436,2012-07-04,2012-12-26,2.529,2.949,2.7789192200557102
NORTE,AC,1352,2012-07-03,2012-12-27,3.02,3.5,3.2072307692307693
NORTE,AM,3082,2012-07-02,2012-12-26,2.7,3.38,2.9467469175859833
NORTE,AP,948,2012-07-03,2012-12-27,2.53,3.1,2.7901213080168774
NORTE,PA,5113,2012-07-03,2012-12-31,2.53,3.49,2.9415873264228436
NORTE,RO,2703,2012-07-02,2012-12-31,2.81,3.39,2.9679593044765076
NORTE,RR,895,2012-07-02,2012-12-31,2.84,3.25,2.8947486033519554
NORTE,TO,1620,2012-07-03,2012-12-31,2.449,2.999,2.898311728395062
SUDESTE,ES,4938,2012-07-02,2012-12-31,2.49,3.11,2.858501417577967
SUDESTE,MG,25929,2012-07-02,2012-12-31,2.398,3.279,2.8443912221836554
SUDESTE,RJ,19237,2012-07-02,2012-12-31,2.459,3.799,2.879367416956906
SUDESTE,SP,61958,2012-07-02,2012-12-31,2.189,3.399,2.6437691177894704
SUL,PR,14727,2012-07-02,2012-12-31,2.29,3.15,2.723998913560128
SUL,RS,16083,2012-07-02,2012-12-31,2.282,3.14,2.795688304420817
SUL,SC,10038,2012-07-02,2012-12-31,2.235,2.999,2.717645248057382
CENTRO-OESTE,DF,2080,2013-01-02,2013-06-26,2.71,3.09,2.958784134615385
CENTRO-OESTE,GO,6459,2013-01-02,2013-06-27,2.559,3.29,2.916401300510915
CENTRO-OESTE,MS,3381,2013-01-02,2013-06-27,2.599,3.26,3.0148751848565514
CENTRO-OESTE,MT,3608,2013-01-02,2013-06-27,2.67,3.41,3.0345920177383596
NORDESTE,AL,2451,2013-01-02,2013-06-27,2.54,3.09,2.872373317013464
NORDESTE,BA,10922,2013-01-02,2013-06-27,2.439,3.349,2.934933803332723
NORDESTE,CE,5836,2013-01-02,2013-06-26,2.51,3.16,2.89917135023989
NORDESTE,MA,3776,2013-01-02,2013-06-27,2.42,3.39,2.8812624470338983
NORDESTE,PB,3183,2013-01-02,2013-06-27,2.45,2.98,2.759187244737669
NORDESTE,PE,8581,2013-01-02,2013-06-27,2.459,3.2,2.832896981703764
NORDESTE,PI,2619,2013-01-02,2013-06-26,2.4,2.98,2.7416204658266516
NORDESTE,RN,2940,2013-01-02,2013-06-26,2.62,2.999,2.8692040816326534
NORDESTE,SE,1431,2013-01-02,2013-06-26,2.669,3.06,2.8979007686932214
NORTE,AC,1352,2013-01-02,2013-06-26,3.02,3.64,3.2920658284023667
NORTE,AM,3133,2013-01-02,2013-06-26,2.698,3.58,3.0448123204596236
NORTE,AP,853,2013-01-02,2013-06-26,2.53,3.33,2.9369613130128958
NORTE,PA,4985,2013-01-02,2013-06-27,2.59,3.63,3.0555039117352054
NORTE,RO,2546,2013-01-02,2013-06-27,2.81,3.35,3.0585946582875096
NORTE,RR,857,2013-01-02,2013-06-27,2.85,3.39,3.0094865810968496
NORTE,TO,1514,2013-01-02,2013-06-26,2.77,3.12,3.01907001321004
SUDESTE,ES,4897,2013-01-02,2013-06-27,2.39,3.19,2.9308427608740044
SUDESTE,MG,25191,2013-01-02,2013-06-27,2.469,3.553,2.9409628438728115
SUDESTE,RJ,19124,2013-01-02,2013-06-27,2.549,3.939,3.007859966534198
SUDESTE,SP,61492,2013-01-02,2013-06-27,2.229,3.499,2.7553558511676317
SUL,PR,14611,2013-01-02,2013-06-27,2.459,3.439,2.8745113955239203
SUL,RS,15983,2013-01-02,2013-06-27,2.379,3.49,2.9000563723956705
SUL,SC,10021,2013-01-02,2013-06-27,2.35,3.188,2.845685759904201
CENTRO-OESTE,DF,2160,2013-07-01,2013-12-31,2.799,3.099,3.0019222222222224
CENTRO-OESTE,GO,6874,2013-07-01,2013-12-31,2.56,3.35,2.934498108815828
CENTRO-OESTE,MS,3380,2013-07-01,2013-12-30,2.769,3.389,3.049696449704142
CENTRO-OESTE,MT,3713,2013-07-01,2013-12-30,2.698,3.41,3.0327454888230543
NORDESTE,AL,2542,2013-07-01,2013-12-31,2.549,3.18,2.891952399685287
NORDESTE,BA,11149,2013-07-01,2013-12-31,2.377,3.559,2.909547134272132
NORDESTE,CE,6014,2013-07-01,2013-12-31,2.49,3.45,2.923000332557366
NORDESTE,MA,3921,2013-07-01,2013-12-31,2.449,3.39,2.895282325937261
NORDESTE,PB,3212,2013-07-01,2013-12-30,2.63,3.0,2.7958125778331255
NORDESTE,PE,8850,2013-07-01,2013-12-31,2.4,3.3,2.8653077966101694
NORDESTE,PI,2739,2013-07-01,2013-12-31,2.55,3.08,2.759120481927711
NORDESTE,RN,2959,2013-07-01,2013-12-30,2.669,3.08,2.8951612031091583
NORDESTE,SE,1473,2013-07-01,2013-12-31,2.659,3.099,2.895408010862186
NORTE,AC,1362,2013-07-01,2013-12-30,3.129,3.7,3.34453671071953
NORTE,AM,3117,2013-07-01,2013-12-30,2.75,3.68,3.0831094000641643
NORTE,AP,827,2013-07-01,2013-12-31,2.53,3.43,2.9416154776299877
NORTE,PA,5054,2013-07-01,2013-12-31,2.699,3.77,3.091285912148793
NORTE,RO,2649,2013-07-01,2013-12-31,2.92,3.59,3.0980403926009816
NORTE,RR,911,2013-07-02,2013-12-31,2.98,3.39,3.0406520307354556
NORTE,TO,1579,2013-07-01,2013-12-30,2.66,3.29,3.0362710576314123
SUDESTE,ES,5060,2013-07-01,2013-12-31,2.37,3.25,2.9150741106719367
SUDESTE,MG,26291,2013-07-01,2013-12-31,2.489,3.409,2.9420004944657867
SUDESTE,RJ,19457,2013-07-01,2013-12-31,2.659,4.079,3.0267933391581434
SUDESTE,SP,62880,2013-07-01,2013-12-31,2.309,3.499,2.755713247455471
SUL,PR,15019,2013-07-01,2013-12-31,2.255,3.297,2.8700756375258005
SUL,RS,16444,2013-07-01,2013-12-31,2.499,3.5,2.912693201167599
SUL,SC,10257,2013-07-01,2013-12-30,2.439,3.314,2.8713198791069514
CENTRO-OESTE,DF,1433,2014-01-07,2014-05-07,2.99,3.213,3.094252616887648
CENTRO-OESTE,GO,4507,2014-01-02,2014-05-08,2.88,3.35,3.109384069225649
CENTRO-OESTE,MS,2385,2014-01-02,2014-05-07,2.849,3.5,3.150585744234801
CENTRO-OESTE,MT,2576,2014-01-02,2014-05-08,2.79,3.4,3.1427624223602484
NORDESTE,AL,1651,2014-01-02,2014-05-08,2.699,3.18,2.9914094488188976
NORDESTE,BA,7375,2014-01-01,2014-05-08,2.59,3.599,3.037445694915254
NORDESTE,CE,4113,2014-01-02,2014-05-06,2.72,3.25,3.0023868222708487
NORDESTE,MA,2583,2014-01-02,2014-05-07,2.549,3.49,2.980121951219512
NORDESTE,PB,2204,2014-01-02,2014-05-07,2.67,3.089,2.8464868421052634
NORDESTE,PE,5950,2014-01-01,2014-05-08,2.494,3.3,2.9372036974789917
NORDESTE,PI,1823,2014-01-02,2014-05-07,2.62,3.08,2.8277910038398244
NORDESTE,RN,2094,2014-01-02,2014-05-08,2.599,3.1,2.991670009551098
NORDESTE,SE,983,2014-01-02,2014-04-30,2.699,3.18,2.9319216683621567
NORTE,AC,892,2014-01-02,2014-05-08,3.19,3.99,3.462041479820628
NORTE,AM,2104,2014-01-03,2014-05-06,2.75,3.8,3.1764543726235743
NORTE,AP,565,2014-01-02,2014-05-07,2.58,3.45,3.0348353982300886
NORTE,PA,3474,2014-01-02,2014-05-08,2.82,3.8,3.177343120322395
NORTE,RO,1740,2014-01-02,2014-05-07,2.949,3.69,3.2012706896551726
NORTE,RR,614,2014-01-02,2014-05-07,3.0,3.39,3.1103175895765474
NORTE,TO,1060,2014-01-02,2014-05-07,2.9,3.269,3.110809433962264
SUDESTE,ES,3319,2014-01-02,2014-05-08,2.79,3.299,3.0160048207291354
SUDESTE,MG,17402,2014-01-01,2014-05-08,2.637,3.399,3.0306457878404784
SUDESTE,RJ,13373,2014-01-02,2014-05-08,2.499,4.159,3.1242196216256635
SUDESTE,SP,41396,2014-01-01,2014-05-08,2.49,3.699,2.881779036621896
SUL,PR,10007,2014-01-01,2014-05-08,2.699,3.333,3.0120018986709303
SUL,RS,10798,2014-01-01,2014-05-07,2.642,3.35,3.0062548620114837
SUL,SC,6703,2014-01-01,2014-05-08,2.549,3.419,2.996219155601969
CENTRO-OESTE,DF,2160,2014-07-02,2014-12-29,3.1,3.19,3.1434263888888885
CENTRO-OESTE,GO,6895,2014-07-02,2014-12-30,2.67,3.39,3.102292675852067
CENTRO-OESTE,MS,3475,2014-07-01,2014-12-31,2.633,3.399,3.1069614388489213
CENTRO-OESTE,MT,3827,2014-07-01,2014-12-30,2.699,3.42,3.1079385941991116
NORDESTE,AL,2564,2014-07-01,2014-12-30,2.679,3.29,3.0129785491419656
NORDESTE,BA,11204,2014-07-01,2014-12-31,2.488,3.59,3.020855051767226
NORDESTE,CE,6063,2014-07-01,2014-12-30,2.79,3.289,3.085585188850404
NORDESTE,MA,3779,2014-07-01,2014-12-31,2.79,3.59,3.0530240804445623
NORDESTE,PB,3262,2014-07-01,2014-12-31,2.619,3.39,2.8891400980993254
