Regiao,UF,Qtd Postos Pesquisados,Data Inicial,Data Final,Valor Minimo,Valor Maximo,Valor Medio
NORDESTE,PE,8660,2014-07-01,2014-12-31,2.59,3.4,2.9545267898383374
NORDESTE,PI,2713,2014-07-01,2014-12-31,2.579,3.189,2.8805396240324366
NORDESTE,RN,3076,2014-07-01,2014-12-30,2.79,3.2,3.0473247724317294
NORDESTE,SE,1494,2014-07-01,2014-12-31,2.799,3.4,2.966210843373494
NORTE,AC,1341,2014-07-01,2014-12-31,3.25,3.91,3.5036614466815807
NORTE,AM,3078,2014-07-01,2014-12-31,2.65,3.85,3.283524366471735
NORTE,AP,740,2014-07-01,2014-12-31,2.81,3.57,3.1145432432432436
NORTE,PA,5004,2014-07-01,2014-12-31,2.759,3.82,3.2203053557154275
NORTE,RO,2607,2014-07-01,2014-12-31,2.99,3.83,3.2404499424626003
NORTE,RR,899,2014-07-01,2014-12-31,2.99,3.45,3.1326829810901002
NORTE,TO,1585,2014-07-01,2014-12-31,2.8,3.329,3.1017880126182966
SUDESTE,ES,4963,2014-07-01,2014-12-31,2.75,3.36,3.0365502720128954
SUDESTE,MG,26122,2014-07-01,2014-12-31,2.499,3.41,3.031267590536712
SUDESTE,RJ,19634,2014-07-01,2014-12-31,2.749,4.369,3.1686944076601815
SUDESTE,SP,63370,2014-07-01,2014-12-31,2.45,3.899,2.892588559255168
SUL,PR,15066,2014-07-01,2014-12-31,2.579,3.408,2.9727872693482014
SUL,RS,16133,2014-07-01,2014-12-31,2.53,3.39,3.0116083803384366
SUL,SC,10189,2014-07-01,2014-12-31,2.529,3.368,2.9708089115713023
CENTRO-OESTE,DF,2000,2015-01-07,2015-06-24,3.17,3.69,3.462914
CENTRO-OESTE,GO,6590,2015-01-05,2015-06-30,2.35,3.79,3.3640893778452203
CENTRO-OESTE,MS,3294,2015-01-05,2015-06-30,2.888,3.744,3.3724535519125687
CENTRO-OESTE,MT,3641,2015-01-05,2015-06-30,2.84,3.859,3.3206091733040375
NORDESTE,AL,2417,2015-01-05,2015-06-30,2.919,3.619,3.2651605295821264
NORDESTE,BA,10660,2015-01-01,2015-06-30,2.76,3.99,3.4071803001876173
NORDESTE,CE,5861,2015-01-05,2015-06-30,2.989,3.8,3.3723540351475862
NORDESTE,MA,3507,2015-01-01,2015-06-30,2.89,3.849,3.33033247790134
NORDESTE,PB,2962,2015-01-01,2015-06-30,2.58,3.509,3.132716070222822
NORDESTE,PE,8311,2015-01-01,2015-06-30,2.59,3.78,3.247226446877632
NORDESTE,PI,2594,2015-01-01,2015-06-30,2.71,3.499,3.2119683885890513
NORDESTE,RN,2889,2015-01-05,2015-06-30,2.95,3.82,3.2787417791623397
NORDESTE,SE,1409,2015-01-01,2015-06-30,2.859,3.589,3.281975159687722
NORTE,AC,1275,2015-01-01,2015-06-30,3.37,4.18,3.812214117647059
NORTE,AM,2877,2015-01-05,2015-06-30,2.8,4.11,3.5971505039972196
NORTE,AP,701,2015-01-05,2015-06-30,2.93,3.82,3.4116918687589157
NORTE,PA,4566,2015-01-01,2015-06-30,2.79,4.18,3.523616732369689
NORTE,RO,2390,2015-01-01,2015-06-30,3.05,3.99,3.5276769874476983
NORTE,RR,782,2015-01-06,2015-06-30,3.1,3.64,3.4678414322250637
NORTE,TO,1424,2015-01-01,2015-06-30,2.8,3.69,3.40751404494382
SUDESTE,ES,4532,2015-01-01,2015-06-30,2.75,3.78,3.3216919682259487
SUDESTE,MG,24847,2015-01-01,2015-06-30,2.74,3.799,3.3414602970177483
SUDESTE,RJ,18327,2015-01-01,2015-06-30,2.899,4.529,3.4723948818682815
SUDESTE,SP,60954,2015-01-05,2015-06-30,2.499,3.999,3.135957919086524
SUL,PR,14200,2015-01-05,2015-06-30,2.599,3.69,3.2550646478873237
SUL,RS,15591,2015-01-01,2015-06-30,2.699,3.87,3.3151956898210506
SUL,SC,9650,2015-01-05,2015-06-30,2.679,3.69,3.217407046632124
CENTRO-OESTE,DF,1206,2015-07-01,2015-12-28,3.45,3.789,3.598237976782753
CENTRO-OESTE,GO,4463,2015-07-01,2015-12-29,2.939,3.899,3.4984257226081112
CENTRO-OESTE,MS,2087,2015-07-01,2015-12-30,2.858,3.94,3.429725443219933
CENTRO-OESTE,MT,3117,2015-07-01,2015-12-30,3.02,4.1,3.4800510105871028
NORDESTE,AL,1478,2015-07-01,2015-12-30,2.949,3.999,3.511604194857916
NORDESTE,BA,7461,2015-07-01,2015-12-30,2.99,4.299,3.6042543894920254
NORDESTE,CE,4318,2015-07-01,2015-12-29,3.25,3.999,3.5855912459471977
NORDESTE,MA,2453,2015-07-01,2015-12-30,2.899,3.99,3.4029408887077053
NORDESTE,PB,1731,2015-07-01,2015-12-29,2.92,3.98,3.289826112073946
NORDESTE,PE,4360,2015-07-01,2015-12-30,2.979,4.199,3.508540137614679
NORDESTE,PI,1687,2015-07-01,2015-12-29,2.969,3.96,3.378257261410788
NORDESTE,RN,1713,2015-07-01,2015-12-29,3.13,3.82,3.449968476357268
NORDESTE,SE,963,2015-07-06,2015-12-29,3.09,3.99,3.42834994807892
NORTE,AC,907,2015-07-01,2015-12-30,3.64,4.55,3.981429988974642
NORTE,AM,1756,2015-07-01,2015-12-30,3.38,4.8,3.773956150341686
NORTE,AP,396,2015-07-06,2015-12-30,3.02,3.95,3.4451767676767675
NORTE,PA,2288,2015-07-01,2015-12-30,3.18,4.48,3.696998251748252
NORTE,RO,1548,2015-07-01,2015-12-30,3.35,4.23,3.710518087855297
NORTE,RR,348,2015-07-01,2015-12-29,3.39,3.94,3.631965517241379
NORTE,TO,850,2015-07-02,2015-12-30,3.0,3.959,3.5775435294117646
SUDESTE,ES,2880,2015-07-02,2015-12-30,3.07,3.99,3.5098017361111107
SUDESTE,MG,12473,2015-07-01,2015-12-30,3.029,3.999,3.505087388759721
SUDESTE,RJ,10367,2015-07-01,2015-12-30,3.098,4.719,3.6347270184238454
SUDESTE,SP,34608,2015-07-01,2015-12-30,2.719,4.199,3.2809645746648175
SUL,PR,8054,2015-07-01,2015-12-30,2.839,3.961,3.407301465110504
SUL,RS,7864,2015-07-01,2015-12-30,2.897,4.05,3.4652427517802646
SUL,SC,5836,2015-07-01,2015-12-29,2.889,3.998,3.3408593214530504
CENTRO-OESTE,DF,884,2016-01-05,2016-06-30,3.54,3.99,3.825537330316742
CENTRO-OESTE,GO,5423,2016-01-05,2016-06-30,3.34,4.17,3.8293610547667343
CENTRO-OESTE,MS,2137,2016-01-04,2016-06-30,3.188,3.999,3.6427978474496956
CENTRO-OESTE,MT,3589,2016-01-04,2016-06-29,3.317,4.19,3.7347180273056564
NORDESTE,AL,1630,2016-01-04,2016-06-30,3.39,4.16,3.835935582822086
NORDESTE,BA,8729,2016-01-04,2016-06-30,3.25,4.299,3.796033451712682
NORDESTE,CE,5305,2016-01-04,2016-06-30,3.57,4.4,3.9334316682375117
NORDESTE,MA,3218,2016-01-04,2016-06-30,3.249,3.99,3.661407706650093
NORDESTE,PB,1534,2016-01-05,2016-06-30,3.24,4.099,3.717947196870926
NORDESTE,PE,5191,2016-01-04,2016-06-30,3.37,4.629,3.7817170102099786
NORDESTE,PI,1638,2016-01-04,2016-06-30,3.299,4.07,3.759177655677656
NORDESTE,RN,1550,2016-01-05,2016-06-29,3.43,3.999,3.8457309677419356
NORDESTE,SE,1014,2016-01-04,2016-06-29,3.499,3.979,3.71224358974359
NORTE,AC,804,2016-01-04,2016-06-29,3.92,4.51,4.141822139303483
NORTE,AM,1698,2016-01-04,2016-06-30,3.29,4.65,3.9285977620730272
NORTE,AP,375,2016-01-05,2016-06-29,3.37,3.99,3.6305199999999997
NORTE,PA,3030,2016-01-04,2016-06-30,3.55,4.59,4.082429372937294
NORTE,RO,1731,2016-01-04,2016-06-29,3.48,4.48,3.9486285384171
NORTE,RR,238,2016-01-05,2016-06-28,3.35,3.999,3.897016806722689
NORTE,TO,1041,2016-01-04,2016-06-30,3.5,4.09,3.891168107588857
SUDESTE,ES,3060,2016-01-05,2016-06-30,3.29,3.99,3.71221862745098
SUDESTE,MG,15552,2016-01-04,2016-06-30,3.288,4.2,3.7944528034979426
SUDESTE,RJ,10795,2016-01-04,2016-06-30,3.45,4.89,3.938007225567392
SUDESTE,SP,42193,2016-01-04,2016-06-30,3.047,4.299,3.553978645746925
SUL,PR,9313,2016-01-04,2016-06-30,3.25,4.125,3.6955070331794264
SUL,RS,9827,2016-01-04,2016-06-30,3.279,4.48,3.9366590007123237
SUL,SC,6354,2016-01-04,2016-06-30,3.08,4.074,3.522815077116777
CENTRO-OESTE,DF,884,2016-07-06,2016-12-27,3.19,3.899,3.5563970588235296
CENTRO-OESTE,GO,5458,2016-07-05,2016-12-28,3.38,4.16,3.798888420666911
CENTRO-OESTE,MS,2142,2016-07-04,2016-12-27,3.077,4.049,3.5883972922502334
CENTRO-OESTE,MT,3570,2016-07-04,2016-12-27,3.31,4.3,3.7259697478991596
NORDESTE,AL,1593,2016-07-04,2016-12-28,3.359,4.27,3.817637790332706
NORDESTE,BA,8546,2016-07-04,2016-12-27,3.23,4.399,3.776886028551369
NORDESTE,CE,5287,2016-07-05,2016-12-28,3.549,4.399,3.9261518819746546
NORDESTE,MA,3222,2016-07-04,2016-12-27,3.089,4.04,3.633919615145872
NORDESTE,PB,1487,2016-07-04,2016-12-27,3.379,3.99,3.6624088769334233
NORDESTE,PE,5154,2016-07-04,2016-12-27,3.189,4.19,3.703012223515716
NORDESTE,PI,1632,2016-07-04,2016-12-27,3.41,3.99,3.6565955882352945
NORDESTE,RN,1550,2016-07-05,2016-12-27,3.479,4.0,3.8335206451612907
NORDESTE,SE,1010,2016-07-04,2016-12-28,3.39,3.999,3.595869306930693
NORTE,AC,806,2016-07-04,2016-12-27,3.92,4.609,4.185214640198511
NORTE,AM,1761,2016-07-04,2016-12-28,3.19,4.65,3.929990346394094
NORTE,AP,399,2016-07-05,2016-12-27,3.49,4.09,3.681822055137845
NORTE,PA,3022,2016-07-04,2016-12-27,3.51,4.77,4.107734612839179
NORTE,RO,1727,2016-07-04,2016-12-27,3.289,4.41,3.933222929936306
NORTE,RR,237,2016-07-05,2016-12-27,3.29,3.95,3.860210970464135
NORTE,TO,1064,2016-07-04,2016-12-27,3.299,3.999,3.8396325187969924
SUDESTE,ES,3046,2016-07-04,2016-12-27,3.37,4.05,3.7236332895600786
SUDESTE,MG,15475,2016-07-04,2016-12-28,3.199,4.25,3.7880989337641355
SUDESTE,RJ,10818,2016-07-04,2016-12-28,3.249,4.899,3.95080957663154
SUDESTE,SP,42207,2016-07-04,2016-12-28,2.999,4.299,3.5235767289786053
SUL,PR,9316,2016-07-04,2016-12-28,3.18,4.14,3.686933769858308
SUL,RS,9804,2016-07-04,2016-12-27,3.339,4.439,3.8752401060791515
SUL,SC,6320,2016-07-04,2016-12-28,2.999,4.296,3.5618341772151902
CENTRO-OESTE,DF,884,2017-01-04,2017-06-27,3.189,3.889,3.5879875565610857
CENTRO-OESTE,GO,5474,2017-01-03,2017-06-29,3.199,4.3,3.805810010960906
CENTRO-OESTE,MS,2140,2017-01-02,2017-06-29,3.279,4.158,3.6899644859813088
CENTRO-OESTE,MT,3534,2017-01-02,2017-06-28,3.229,4.4,3.7050843237125073
NORDESTE,AL,1631,2017-01-02,2017-06-29,3.25,4.35,3.8114567749846717
NORDESTE,BA,8448,2017-01-02,2017-06-28,3.069,4.399,3.7404781013257575
NORDESTE,CE,5315,2017-01-02,2017-06-27,3.44,4.23,3.8894705550329256
NORDESTE,MA,3205,2017-01-02,2017-06-29,2.999,4.09,3.611561310452418
NORDESTE,PB,1461,2017-01-02,2017-06-29,3.199,3.999,3.6063853524982887
NORDESTE,PE,5229,2017-01-02,2017-06-29,2.999,4.34,3.5770866322432586
NORDESTE,PI,1633,2017-01-02,2017-06-28,3.199,3.92,3.61063747703613
NORDESTE,RN,1551,2017-01-02,2017-06-27,3.469,4.0,3.8187698259187624
NORDESTE,SE,962,2017-01-02,2017-06-29,3.29,3.928,3.5734012474012475
NORTE,AC,806,2017-01-03,2017-06-29,3.79,4.7,4.3250682382134
NORTE,AM,1862,2017-01-02,2017-06-29,2.99,4.55,3.8845128893662726
NORTE,AP,457,2017-01-02,2017-06-29,3.37,4.09,3.6690678336980302
NORTE,PA,2897,2017-01-02,2017-06-29,3.379,4.77,4.123086986537798
NORTE,RO,1722,2017-01-02,2017-06-29,3.09,4.45,3.972678861788618
NORTE,RR,234,2017-01-03,2017-06-28,3.0,3.92,3.7333076923076924
NORTE,TO,1059,2017-01-03,2017-06-28,3.3,4.15,3.778769593956563
SUDESTE,ES,3046,2017-01-02,2017-06-29,3.19,4.08,3.7248985554826
SUDESTE,MG,15492,2017-01-02,2017-06-29,3.24,4.299,3.8140606764781824
SUDESTE,RJ,10756,2017-01-02,2017-06-29,3.359,4.999,4.008580327259204
SUDESTE,SP,42233,2017-01-02,2017-06-29,2.88,4.399,3.5375354817322946
SUL,PR,9370,2017-01-02,2017-06-29,2.97,4.25,3.6624366061899685
SUL,RS,9789,2017-01-02,2017-06-29,3.149,4.439,3.848030850955154
SUL,SC,6362,2017-01-02,2017-06-29,2.899,4.23,3.6191082992769568
CENTRO-OESTE,DF,883,2017-07-04,2017-12-28,3.009,4.699,3.8971200453001136
CENTRO-OESTE,GO,3589,2017-07-03,2017-12-28,3.299,4.75,4.029364725550292
CENTRO-OESTE,MS,1507,2017-07-03,2017-12-28,2.979,4.697,3.7982209688122097
CENTRO-OESTE,MT,2586,2017-07-03,2017-12-28,3.155,4.75,3.8951256767208045
NORDESTE,AL,984,2017-07-04,2017-12-28,3.25,4.36,3.949256097560976
NORDESTE,BA,5306,2017-07-03,2017-12-29,3.069,4.829,3.904569355446664
NORDESTE,CE,3674,2017-07-03,2017-12-28,3.459,4.7,3.9896848121937944
NORDESTE,MA,2080,2017-07-03,2017-12-29,2.999,4.25,3.639061538461539
NORDESTE,PB,987,2017-07-04,2017-12-28,3.089,4.099,3.7204457953394123
NORDESTE,PE,2973,2017-07-03,2017-12-28,2.98,4.498,3.803484359233098
NORDESTE,PI,1168,2017-07-03,2017-12-28,3.12,4.15,3.742766267123288
NORDESTE,RN,1036,2017-07-03,2017-12-28,3.259,4.19,3.8886592664092663
NORDESTE,SE,704,2017-07-03,2017-12-29,3.199,4.392,3.792328125
NORTE,AC,668,2017-07-03,2017-12-28,3.78,5.2,4.502300898203592
NORTE,AM,1321,2017-07-03,2017-12-28,2.98,4.95,4.047515518546556
NORTE,AP,260,2017-07-03,2017-12-28,3.29,4.29,3.7116076923076924
NORTE,PA,1741,2017-07-03,2017-12-29,3.299,5.0,4.135156806433084
NORTE,RO,1192,2017-07-03,2017-12-28,3.09,4.8,3.9991937919463085
NORTE,RR,234,2017-07-04,2017-12-27,3.279,4.259,3.7850897435897437
NORTE,TO,695,2017-07-03,2017-12-29,3.15,4.499,3.9759352517985613
SUDESTE,ES,1835,2017-07-03,2017-12-29,3.22,4.45,3.867391825613079
SUDESTE,MG,8746,2017-07-03,2017-12-29,3.24,4.779,3.97420020580837
SUDESTE,RJ,6535,2017-07-03,2017-12-29,3.499,4.998,4.209073909716909
SUDESTE,SP,25403,2017-07-03,2017-12-29,2.799,4.699,3.6591452977994723
SUL,PR,5736,2017-07-03,2017-12-29,2.97,4.6,3.8388493723849373
SUL,RS,5693,2017-07-03,2017-12-28,3.05,4.79,4.019700860706131
SUL,SC,3912,2017-07-03,2017-12-28,2.89,4.804,3.6998581288343555
CENTRO-OESTE,DF,1150,2018-01-03,2018-06-25,3.89,4.999,4.303227826086957
CENTRO-OESTE,GO,5677,2018-01-02,2018-06-28,3.78,5.159,4.471068169807998
CENTRO-OESTE,MS,2160,2018-01-02,2018-06-28,3.822,4.799,4.237313425925926
CENTRO-OESTE,MT,3879,2018-01-02,2018-06-28,3.397,5.1,4.29986878061356
NORDESTE,AL,1437,2018-01-02,2018-06-28,3.749,4.995,4.346427974947808
NORDESTE,BA,8333,2018-01-02,2018-06-28,3.56,5.199,4.3431488059522385
NORDESTE,CE,5442,2018-01-02,2018-06-28,3.869,4.98,4.415722344726204
NORDESTE,MA,2990,2018-01-02,2018-06-28,3.469,4.85,3.9861301003344485
NORDESTE,PB,1508,2018-01-02,2018-06-27,3.7,4.649,4.05051326259947
NORDESTE,PE,4634,2018-01-02,2018-06-28,3.561,4.999,4.207223133362106
NORDESTE,PI,1686,2018-01-02,2018-06-27,3.9,4.92,4.287144128113879
NORDESTE,RN,1555,2018-01-03,2018-06-27,3.99,4.699,4.280172990353698
NORDESTE,SE,995,2018-01-02,2018-06-27,3.85,4.732,4.1883638190954775
NORTE,AC,935,2018-01-02,2018-06-27,4.29,5.47,4.865790374331551
NORTE,AM,1799,2018-01-02,2018-06-28,3.55,5.25,4.50912284602557
NORTE,AP,649,2018-01-02,2018-06-28,3.71,4.498,4.063624036979969
NORTE,PA,2799,2018-01-02,2018-06-28,3.799,5.249,4.438943193997857
NORTE,RO,1771,2018-01-02,2018-06-27,3.83,4.92,4.402853754940711
NORTE,RR,324,2018-01-02,2018-06-27,3.98,4.49,4.179138888888889
NORTE,TO,1132,2018-01-02,2018-06-26,3.85,4.999,4.470145759717314
SUDESTE,ES,2932,2018-01-03,2018-06-28,3.57,4.85,4.21325034106412
SUDESTE,MG,14366,2018-01-02,2018-06-28,3.629,5.449,4.581530627871363
SUDESTE,RJ,10411,2018-01-02,2018-06-28,3.84,5.599,4.7537732206320245
SUDESTE,SP,40996,2018-01-02,2018-06-28,3.369,5.099,4.103917138257391
SUL,PR,9130,2018-01-02,2018-06-28,3.699,4.99,4.243282803943044
SUL,RS,9086,2018-01-01,2018-06-28,3.749,5.137,4.456074840413824
SUL,SC,6275,2018-01-01,2018-06-28,3.499,4.843,4.026646693227091
CENTRO-OESTE,DF,1219,2018-07-03,2018-12-26,3.999,5.189,4.586594749794914
CENTRO-OESTE,GO,5990,2018-07-03,2018-12-28,4.069,5.39,4.757141402337229
CENTRO-OESTE,MS,2288,2018-07-02,2018-12-28,3.87,4.979,4.34671284965035
CENTRO-OESTE,MT,4118,2018-07-03,2018-12-28,3.999,5.2,4.696031325886353
NORDESTE,AL,1472,2018-07-02,2018-12-27,4.29,5.3,4.756546875
NORDESTE,BA,8661,2018-07-02,2018-12-28,3.93,5.399,4.711835815725666
NORDESTE,CE,5670,2018-07-03,2018-12-27,4.23,4.999,4.624133509700176
NORDESTE,MA,3148,2018-07-02,2018-12-27,3.93,4.999,4.401254447268107
NORDESTE,PB,1638,2018-07-03,2018-12-28,3.989,4.949,4.46385286935287
NORDESTE,PE,4936,2018-07-02,2018-12-28,3.79,5.139,4.477917747163695
NORDESTE,PI,1716,2018-07-02,2018-12-28,4.12,5.07,4.649952214452215
NORDESTE,RN,1607,2018-07-03,2018-12-27,4.19,4.92,4.563873677660236
NORDESTE,SE,990,2018-07-03,2018-12-27,4.19,4.999,4.6094747474747475
NORTE,AC,1011,2018-07-03,2018-12-27,4.58,5.79,5.167061325420376
NORTE,AM,1845,2018-07-02,2018-12-27,3.79,5.5,4.727344173441735
NORTE,AP,748,2018-07-02,2018-12-27,3.7,4.679,4.092228609625669
NORTE,PA,2985,2018-07-02,2018-12-28,4.0,5.5,4.732648911222781
NORTE,RO,1854,2018-07-02,2018-12-28,3.999,5.19,4.677016720604099
NORTE,RR,338,2018-07-03,2018-12-26,4.05,4.69,4.340813609467456
NORTE,TO,1193,2018-07-02,2018-12-28,3.999,6.29,4.825193629505448
SUDESTE,ES,3036,2018-07-02,2018-12-28,3.96,5.19,4.613958827404479
SUDESTE,MG,15129,2018-07-02,2018-12-28,3.979,5.799,4.86520695353295
SUDESTE,RJ,10881,2018-07-02,2018-12-28,4.39,5.799,4.977769230769231
SUDESTE,SP,42682,2018-07-02,2018-12-28,3.649,5.299,4.358842369148587
SUL,PR,9507,2018-07-02,2018-12-28,3.85,4.999,4.432987167350373
SUL,RS,9434,2018-07-02,2018-12-28,3.999,5.49,4.7791294254822985
SUL,SC,6561,2018-07-02,2018-12-28,3.669,4.899,4.226319311080628
CENTRO-OESTE,DF,1222,2019-01-02,2019-06-25,3.689,4.889,4.275470540098199
CENTRO-OESTE,GO,5968,2019-01-02,2019-06-27,3.89,5.199,4.500152815013405
CENTRO-OESTE,MS,2253,2019-01-02,2019-06-27,3.549,4.9,4.200477141588992
CENTRO-OESTE,MT,4120,2019-01-02,2019-06-27,3.99,5.15,4.483378883495146
NORDESTE,AL,1481,2019-01-02,2019-06-27,3.87,5.3,4.578798784604997
NORDESTE,BA,8735,2019-01-02,2019-06-27,3.79,5.79,4.573642816256439
NORDESTE,CE,5700,2019-01-02,2019-06-27,3.84,4.999,4.537695614035088
NORDESTE,MA,3182,2019-01-02,2019-06-27,3.629,4.99,4.362138277812696
NORDESTE,PB,1624,2019-01-02,2019-06-27,3.749,4.919,4.241280172413793
NORDESTE,PE,4999,2019-01-02,2019-06-27,3.799,5.119,4.359808161632326
NORDESTE,PI,1762,2019-01-02,2019-06-26,3.799,4.999,4.565644721906924
NORDESTE,RN,1631,2019-01-02,2019-06-26,3.89,4.99,4.404878602084611
NORDESTE,SE,1103,2019-01-02,2019-06-26,4.05,4.897,4.3912175883952855
NORTE,AC,1014,2019-01-02,2019-06-27,4.48,5.58,4.924828402366864
NORTE,AM,1891,2019-01-02,2019-06-27,3.39,5.35,4.297192490745637
NORTE,AP,740,2019-01-02,2019-06-25,3.47,4.69,3.974709459459459
NORTE,PA,3009,2019-01-02,2019-06-26,3.879,5.46,4.612813891658359
NORTE,RO,1850,2019-01-02,2019-06-27,3.82,5.16,4.5588248648648655
NORTE,RR,338,2019-01-02,2019-06-26,3.78,4.54,4.088281065088757
NORTE,TO,1196,2019-01-02,2019-06-26,3.929,6.29,4.553796822742475
SUDESTE,ES,3016,2019-01-02,2019-06-27,3.86,5.05,4.473966511936339
SUDESTE,MG,15311,2019-01-02,2019-06-27,3.899,5.459,4.718622624257071
SUDESTE,RJ,10885,2019-01-02,2019-06-27,3.998,5.988,4.865334497014239
SUDESTE,SP,42576,2019-01-02,2019-06-27,3.449,5.29,4.1576174840285605
SUL,PR,9570,2019-01-02,2019-06-26,3.59,4.98,4.2531146290491115
SUL,RS,9402,2019-01-02,2019-06-27,3.699,5.399,4.565693363114231
SUL,SC,6568,2019-01-02,2019-06-26,3.65,4.736,4.1202528928136415
CENTRO-OESTE,DF,1222,2019-07-03,2019-12-26,3.859,4.989,4.297568739770868
CENTRO-OESTE,GO,5927,2019-07-01,2019-12-30,4.04,5.25,4.556437152016197
CENTRO-OESTE,MS,2292,2019-07-01,2019-12-31,3.859,4.799,4.230740837696335
CENTRO-OESTE,MT,4166,2019-07-01,2019-12-31,3.997,5.2,4.506637782045127
NORDESTE,AL,1517,2019-07-03,2019-12-31,3.999,5.31,4.578963744232037
NORDESTE,BA,8921,2019-07-01,2019-12-31,3.779,5.49,4.570488398161641
NORDESTE,CE,5834,2019-07-01,2019-12-31,4.099,5.07,4.5682379156667805
NORDESTE,MA,3191,2019-07-01,2019-12-31,3.919,4.99,4.410107489815105
NORDESTE,PB,1647,2019-07-01,2019-12-30,3.69,4.799,4.352676381299332
NORDESTE,PE,5118,2019-07-01,2019-12-31,3.919,5.069,4.376475771785854
NORDESTE,PI,1754,2019-07-01,2019-12-27,4.219,4.999,4.579228050171038
NORDESTE,RN,1679,2019-07-02,2019-12-30,4.059,4.999,4.5574181060154855
NORDESTE,SE,1146,2019-07-01,2019-12-31,4.1,4.872,4.3722495636998255
NORTE,AC,1030,2019-07-01,2019-12-30,4.55,5.45,4.867050485436893
NORTE,AM,1991,2019-07-01,2019-12-30,3.759,5.35,4.4402516323455545
NORTE,AP,732,2019-07-01,2019-12-30,3.57,4.83,3.919535519125683
NORTE,PA,3001,2019-07-01,2019-12-31,3.92,5.5,4.687808397200933
NORTE,RO,1905,2019-07-01,2019-12-30,3.87,5.06,4.5332713910761155
NORTE,RR,351,2019-07-02,2019-12-31,3.81,4.39,4.141615384615385
NORTE,TO,1206,2019-07-01,2019-12-31,4.11,5.69,4.631730514096186
SUDESTE,ES,3028,2019-07-01,2019-12-31,4.06,4.999,4.510161822985469
SUDESTE,MG,15600,2019-07-01,2019-12-31,4.149,5.279,4.711782948717949
SUDESTE,RJ,11127,2019-07-01,2019-12-31,4.39,5.859,4.87255091219556
SUDESTE,SP,43760,2019-07-01,2019-12-31,3.559,5.799,4.183653999085923
SUL,PR,9764,2019-07-01,2019-12-30,3.739,4.97,4.221734330192544
SUL,RS,9433,2019-07-01,2019-12-30,3.799,5.409,4.533821583801547
SUL,SC,6595,2019-07-01,2019-12-31,3.599,4.999,4.072053373768006
CENTRO-OESTE,DF,1222,2020-01-03,2020-06-24,3.279,4.977,4.07672504091653
CENTRO-OESTE,GO,5983,2020-01-01,2020-06-30,3.399,5.25,4.346453284305532
